"Name","Address","City_State_ZIP","ZIP","Number_of_Sites","Url","House.district","Senate.district","full_address","lat","long","County"
"Pleasant Hill Mobile Home Park","848 East Pleasant Hill Road,","Carbondale, IL",62902,"Not found","https://www.mhvillage.com/parks/36151","118","59","848 East Pleasant Hill Road, Carbondale, IL 62902",37.7004276,-89.1988656,"Jackson County"
"Bush Mobile Home Park","1134 E Pleasant Hill Rd,","Carbondale, IL",62902,"Not found","https://www.mhvillage.com/parks/58052","118","59","1134 E Pleasant Hill Rd, Carbondale, IL 62902",37.700181,-89.204547,"Jackson County"
"Oak Hills Mobile Home Park","1268 E Pleasant Hill Rd,","Carbondale, IL",62902,"Not found","https://www.mhvillage.com/parks/58046","118","59","1268 E Pleasant Hill Rd, Carbondale, IL 62902",37.700045,-89.2066363,"Jackson County"
"Southwood Mobile Home Park","1285 E Pleasant Hill Rd,","Carbondale, IL",62902,"Not found","https://www.mhvillage.com/parks/58043","118","59","1285 E Pleasant Hill Rd, Carbondale, IL 62902",37.7002031,-89.2067343,"Jackson County"
"Cedar Lane Mobile Home Park","2571 South Illinois Avenue,","Carbondale, IL",62903,"100","https://www.mhvillage.com/parks/10606","118","59","2571 South Illinois Avenue, Carbondale, IL 62903",37.6881307,-89.2199803,"Jackson County"
"Town & Country Mobile Home Park","2511 South Illinois Avenue,","Carbondale, IL",62903,"139","https://www.mhvillage.com/parks/10633","118","59","2511 South Illinois Avenue, Carbondale, IL 62903",37.689978,-89.21904,"Jackson County"
"Malibu Village Mobile Home Park","2441 South Illinois Avenue,","Carbondale, IL",62903,"Not found","https://www.mhvillage.com/parks/10617","118","59","2441 South Illinois Avenue, Carbondale, IL 62903",37.6939755,-89.2188065,"Jackson County"
"Anna Mobile Home Park","426 E Jefferson St,","Anna, IL",62906,"Not found","https://www.mhvillage.com/parks/58119","118","59","426 E Jefferson St, Anna, IL 62906",37.4559095,-89.2486965,"Union County"
"Craigs Mobile Home Park","423 E Jefferson St,","Anna, IL",62906,"Not found","https://www.mhvillage.com/parks/58117","118","59","423 E Jefferson St, Anna, IL 62906",37.4559095,-89.2486965,"Union County"
"Ritcheys Mobile Home Park","504 Williams St,","Anna, IL",62906,"Not found","https://www.mhvillage.com/parks/58116","118","59","504 Williams St, Anna, IL 62906",37.4612965,-89.2413392,"Union County"
"Carney Mobile Home Park","425 Willow Street,","Carterville, IL",62918,"24","https://www.mhvillage.com/parks/11593","118","59","425 Willow Street, Carterville, IL 62918",37.757351,-89.081394,"Williamson County"
"Big Oak","S Poplar St,","De Soto, IL",62924,"Not found","https://www.mhvillage.com/parks/107236","118","59","S Poplar St, De Soto, IL 62924",37.81534,-89.223808,"Jackson County"
"Adams Mobile Home Park","R 45 & Grove St,","Eldorado, IL",62930,"Not found","https://www.mhvillage.com/parks/107030","117","59","R 45 & Grove St, Eldorado, IL 62930",37.8138057,-88.4303497,"Saline County"
"Dorris Heights Trailer Park","820 Dorris Heights Road,","Harrisburg, IL",62946,"Not found","https://www.mhvillage.com/parks/36307","117","59","820 Dorris Heights Road, Harrisburg, IL 62946",37.7498728,-88.5531433,"Saline County"
"Jeans Mobile Home Park","16 North Texas Street,","Harrisburg, IL",62946,"Not found","https://www.mhvillage.com/parks/11232","117","59","16 North Texas Street, Harrisburg, IL 62946",37.7325141,-88.526989,"Saline County"
"Blue Blaze Mobile Home Estates","2400 West Blue Blaze Trail,","Herrin, IL",62948,"78","https://www.mhvillage.com/parks/11598","118","59","2400 West Blue Blaze Trail, Herrin, IL 62948",37.809551,-89.058315,"Williamson County"
"Eastcape MHP","60 Virginia Dr,","East Cape Girardeau, IL",62957,"60","https://www.mhvillage.com/parks/10151","118","59","60 Virginia Dr, East Cape Girardeau, IL 62957",37.296625,-89.4959513,"Alexander County"
"Kay-Lou MHC","2624 Ingersoll Ln,","Marion, IL",62959,"96","https://www.mhvillage.com/parks/11606","118","59","2624 Ingersoll Ln, Marion, IL 62959",37.7371133,-88.9635189,"Williamson County"
"Marion Mobile Home Village","2004 Village Ln,","Marion, IL",62959,"150","https://www.mhvillage.com/parks/11608","117","59","2004 Village Ln, Marion, IL 62959",37.7233834,-88.907525,"Williamson County"
"Williams Trailer Court","200 East Patrick Street,","Marion, IL",62959,"80","https://www.mhvillage.com/parks/11613","118","59","200 East Patrick Street, Marion, IL 62959",37.744718,-88.926228,"Williamson County"
"Bill Butler Mobile Home Park","831 Jodi Lane,","Marion, IL",62959,"Not found","https://www.mhvillage.com/parks/11602","118","59","831 Jodi Lane, Marion, IL 62959",37.7188334,-88.9339668,"Williamson County"
"Juanita's Mobile Home Park","1501 North Russell Street,","Marion, IL",62959,"Not found","https://www.mhvillage.com/parks/11605","118","59","1501 North Russell Street, Marion, IL 62959",37.74344,-88.941792,"Williamson County"
"Fairway Mobile Home Park","5287 Country Club Rd,","Murphysboro, IL",62966,"Not found","https://www.mhvillage.com/parks/57792","118","59","5287 Country Club Rd, Murphysboro, IL 62966",37.7422851,-89.2812856,"Jackson County"
"Meadow Vista MHP","1219 N 20th St,","Murphysboro, IL",62966,"Not found","https://www.mhvillage.com/parks/106222","115","58","1219 N 20th St, Murphysboro, IL 62966",37.7747414,-89.346127,"Jackson County"
"Fairveiw Estates","Fairgrounds Rd,","Vienna, IL",62995,"20","https://www.mhvillage.com/parks/126106","117","59","Fairgrounds Rd, Vienna, IL 62995",37.4226658,-88.8995153,"Johnson County"
"Pleasant Acres Living Spaces","124 Apple St,","Vienna, IL",62995,"Not found","https://www.mhvillage.com/parks/57651","117","59","124 Apple St, Vienna, IL 62995",37.4025702,-88.8883366,"Johnson County"
"Grass Lake Marina & RV Park","26250 W Heart O Lakes Blvd,","Antioch, IL",60002,"123","https://www.mhvillage.com/parks/126558","64","32","26250 W Heart O Lakes Blvd, Antioch, IL 60002",42.448944194451,-88.145351581343,"Lake County"
"Lupas Resort and Marina","25276 W Grass Lake Rd,","Antioch, IL",60002,"32","https://www.mhvillage.com/parks/72915","64","32","25276 W Grass Lake Rd, Antioch, IL 60002",42.450539186807,-88.126271519869,"Lake County"
"Inland Harbor","38816 Broadway Ave,","Antioch, IL",60002,"Not found","https://www.mhvillage.com/parks/69993","64","32","38816 Broadway Ave, Antioch, IL 60002",42.4270521721,-88.143019903518,"Lake County"
"Dolphin Harbor","26222 West Oak Avenue,","Antioch, IL",60002,"Not found","https://www.mhvillage.com/parks/10786","64","32","26222 West Oak Avenue, Antioch, IL 60002",42.445146060756,-88.145657520809,"Lake County"
"North Fox Recreational","38788 North Broadway Avenue,","Antioch, IL",60002,"Not found","https://www.mhvillage.com/parks/10789","64","32","38788 North Broadway Avenue, Antioch, IL 60002",42.425565264386,-88.142750760607,"Lake County"
"Island on the Chain","38600 N. Lakeside Pl,","Antioch, IL",60002,"Not found","https://www.mhvillage.com/parks/72940","64","32","38600 N. Lakeside Pl, Antioch, IL 60002",42.419041587235,-88.156733535303,"Lake County"
"Oakbrook Estates","911 Crookedstick Court,","Crystal Lake, IL",60014,"400","https://www.mhvillage.com/parks/11041","63","32","911 Crookedstick Court, Crystal Lake, IL 60014",42.222190076589,-88.277196152265,"McHenry County"
"Chain O Lakes Mobile Homes","24430 W Highway 120,","Grayslake, IL",60030,"66","https://www.mhvillage.com/parks/47088","62","31","24430 W Highway 120, Grayslake, IL 60030",42.335862178512,-88.110792491637,"Lake County"
"Saddlebrook Farms","1 Saddlebrook Drive,","Grayslake, IL",60030,"1775","https://www.mhvillage.com/parks/75235","62","31","1 Saddlebrook Drive, Grayslake, IL 60030",42.30664998866,-88.071306016329,"Lake County"
"Harbor Lites","1009 W. Bay Road, Office #24,","McHenry, IL",60051,"50","https://www.mhvillage.com/parks/11047","64","32","1009 W. Bay Road, Office #24, McHenry, IL 60051",42.363659209741,-88.218561051515,"McHenry County"
"Paul's Mobile Home Park","26312 North State Route 83,","Mundelein, IL",60060,"18","https://www.mhvillage.com/parks/10806","52","26","26312 North State Route 83, Mundelein, IL 60060",42.243386317158,-88.008433276791,"Lake County"
"Diamond Lake Mobile Home Park","26265 N. Il Route 83,","Mundelein, IL",60060,"63","https://www.mhvillage.com/parks/10805","59","30","26265 N. Il Route 83, Mundelein, IL 60060",42.243339210862,-88.005888363349,"Lake County"
"Fish Lake Beach RV","32223 N Us Highway 12,","Volo, IL",60073,"Not found","https://www.mhvillage.com/parks/72942","64","32","32223 N Us Highway 12, Volo, IL 60073",42.329528980111,-88.16554299936,"Lake County"
"Genes Evergreen Estates","735 Staben Street,","Park City, IL",60085,"200","https://www.mhvillage.com/parks/10817","60","30","735 Staben Street, Park City, IL 60085",42.346453174179,-87.880010198746,"Lake County"
"Spring Lake Mobile Home Estates","100 First Street,","Bartlett, IL",60103,"511","https://www.mhvillage.com/parks/10341","49","25","100 First Street, Bartlett, IL 60103",41.994843609629,-88.233418729265,"Cook County"
"Villa Garden Estates","452 Lucille Avenue,","Elgin, IL",60120,"141","https://www.mhvillage.com/parks/10687","43","22","452 Lucille Avenue, Elgin, IL 60120",42.027924466891,-88.257205899925,"Cook County"
"Pleasant Ridge","27W370 Geneva Road,","West Chicago, IL",60185,"148","https://www.mhvillage.com/parks/10476","47","24","27W370 Geneva Road, West Chicago, IL 60185",41.889365949616,-88.155879922284,"DuPage County"
"American Mobile Home Park","14149 S Western Ave,","Blue Island, IL",60406,"47","https://www.mhvillage.com/parks/10343","30","15","14149 S Western Ave, Blue Island, IL 60406",41.634389418938,-87.677166968434,"Cook County"
"Smith Mobile Homes","14115 South Western Avenue,","Blue Island, IL",60406,"233","https://www.mhvillage.com/parks/10350","30","15","14115 South Western Avenue, Blue Island, IL 60406",41.636751187796,-87.67453220099,"Cook County"
"Colonial Estates","14139 South Western Avenue,","Dixmoor, IL",60406,"183","https://www.mhvillage.com/parks/10346","30","15","14139 South Western Avenue, Dixmoor, IL 60406",41.635807092132,-87.677935002222,"Cook County"
"Broadway Estates","2800 Broadway Street,","Blue Island, IL",60406,"Not found","https://www.mhvillage.com/parks/10345","28","14","2800 Broadway Street, Blue Island, IL 60406",41.650083401077,-87.690409788718,"Cook County"
"River Oaks Mobile Estates","2025 Dolton Road,","Calumet City, IL",60409,"301","https://www.mhvillage.com/parks/10352","29","15","2025 Dolton Road, Calumet City, IL 60409",41.631927192971,-87.57383025604,"Cook County"
"Bookwalter Woods","23 Sistek Road,","Gardner, IL",60424,"167","https://www.mhvillage.com/parks/10551","106","53","23 Sistek Road, Gardner, IL 60424",41.220577960471,-88.300019571697,"Grundy County"
"Specialville Estates","14136 S. Wood Street,","Dixmoor, IL",60426,"Not found","https://www.mhvillage.com/parks/129579","30","15","14136 S. Wood Street, Dixmoor, IL 60426",41.632074756376,-87.6610907296,"Cook County"
"Western Crossing","14001 S. Western Avenue,","Dixmoor, IL",60426,"Not found","https://www.mhvillage.com/parks/129298","30","15","14001 S. Western Avenue, Dixmoor, IL 60426",41.638596882875,-87.678669005483,"Cook County"
"Stateville Court Federal Employee Community","St Rte 53,","Joliet, IL",60435,"Not found","https://www.mhvillage.com/parks/11578","86","43","St Rte 53, Joliet, IL 60435",41.543790137119,-88.085656787244,"Will County"
"Busy Bee Mobile Home Park","13555 South Archer Avenue,","Lemont, IL",60439,"Not found","https://www.mhvillage.com/parks/10397","37","19","13555 South Archer Avenue, Lemont, IL 60439",41.640323806387,-88.004152974116,"Will County"
"Timber Ridge Park LLC","21700 Timber Ridge Road,","Matteson, IL",60443,"773","https://www.mhvillage.com/parks/10402","38","19","21700 Timber Ridge Road, Matteson, IL 60443",41.496525929075,-87.774544399127,"Cook County"
"Benson Mobile Home Park","Sucker Road,","Mazon, IL",60444,"14","https://www.mhvillage.com/parks/11667","106","53","Sucker Road, Mazon, IL 60444",41.223257922758,-88.408618427903,"Grundy County"
"Rustic Acres Mobile Home Park","3510 S Dwight Rd,","Mazon, IL",60444,"Not found","https://www.mhvillage.com/parks/107164","106","53","3510 S Dwight Rd, Mazon, IL 60444",41.233141217955,-88.437717141787,"Grundy County"
"Shady Oaks","14 Central,","Minooka, IL",60447,"364","https://www.mhvillage.com/parks/10555","75","38","14 Central, Minooka, IL 60447",41.447487017814,-88.324676029535,"Grundy County"
"Dresden Acres","9070 North Dresden Drive,","Morris, IL",60450,"Not found","https://www.mhvillage.com/parks/10556","75","38","9070 North Dresden Drive, Morris, IL 60450",41.418425031667,-88.322608297841,"Grundy County"
"Arrow Mobile Home Park","11725 Sourth Ridgeland Avenue,","Worth, IL",60482,"120","https://www.mhvillage.com/parks/10421","35","18","11725 Sourth Ridgeland Avenue, Worth, IL 60482",41.6777883571,-87.776735596255,"Cook County"
"Dearborn Mobile Home Park","1700 Block E Dearborn Ave,","Aurora, IL",60505,"Not found","https://www.mhvillage.com/parks/106938","50","25","1700 Block E Dearborn Ave, Aurora, IL 60505",41.767360014733,-88.272720594541,"Kane County"
"Century Estates","1610 E Us Route 34,","Earlville, IL",60518,"Not found","https://www.mhvillage.com/parks/107406","74","37","1610 E Us Route 34, Earlville, IL 60518",41.586765067742,-88.854754931906,"LaSalle County"
"Century Estates","1610 Walter Payton Memorial Hwy,","Earlville, IL",60518,"Not found","https://www.mhvillage.com/parks/107408","74","37","1610 Walter Payton Memorial Hwy, Earlville, IL 60518",41.5902719,-88.9225186,"LaSalle County"
"Crooked Tree Campground","8574 Milbrook Road,","Millbrook, IL",60536,"40","https://www.mhvillage.com/parks/10720","75","38","8574 Milbrook Road, Millbrook, IL 60536",41.593497801383,-88.542003775268,"Kendall County"
"Oak Grove Mobile Home Village","1336 Douglas Avenue,","Montgomery, IL",60538,"85","https://www.mhvillage.com/parks/10689","83","42","1336 Douglas Avenue, Montgomery, IL 60538",41.728509809695,-88.319582514614,"Kane County"
"Countryside Estates MHP","E 2750th Road & Center Street,","Sandwich, IL",60548,"63","https://www.mhvillage.com/parks/10441","75","38","E 2750th Road & Center Street, Sandwich, IL 60548",41.61778901779,-88.650105012883,"LaSalle County"
"Wildwood Estates","1 Birch Drive,","Sandwich, IL",60548,"476","https://www.mhvillage.com/parks/83","75","38","1 Birch Drive, Sandwich, IL 60548",41.621104311953,-88.649661610205,"LaSalle County"
"Jon's Estates","12 Chrissy Drive,","Sandwich, IL",60548,"35","https://www.mhvillage.com/parks/10444","75","38","12 Chrissy Drive, Sandwich, IL 60548",41.607087422911,-88.62513909518,"LaSalle County"
"OK Trailer Park","2826 E 138th Place,","Chicago, IL",60633,"Not found","https://www.mhvillage.com/parks/10358","34","17","2826 E 138th Place, Chicago, IL 60633",41.643921905963,-87.548408027528,"Cook County"
"Skyview Estates","93 N. 3530E Road,","Kankakee, IL",60901,"28","https://www.mhvillage.com/parks/103599","34","17","93 N. 3530E Road, Kankakee, IL 60901",41.120909923278,-87.80615523821,"Kankakee County"
"Oak Creek Estates","1343 N Arthur Burch Dr,","Bourbonnais, IL",60914,"343","https://www.mhvillage.com/parks/10692","79","40","1343 N Arthur Burch Dr, Bourbonnais, IL 60914",41.164996638505,-87.851855050703,"Kankakee County"
"Chebanse MH Estates","5194 S Route 45-52,","Chebanse, IL",60922,"89","https://www.mhvillage.com/parks/10698","79","40","5194 S Route 45-52, Chebanse, IL 60922",41.045424724485,-87.86854735942,"Kankakee County"
"River Crest Mobile Home Park","5800 River Road,","Chebanse, IL",60922,"16","https://www.mhvillage.com/parks/10587","79","40","5800 River Road, Chebanse, IL 60922",41.03836900603,-87.848514024098,"Kankakee County"
"Iroquois Mobile Estates","3118 North Us Highway 45 52,","Chebanse, IL",60922,"51","https://www.mhvillage.com/parks/10586","106","53","3118 North Us Highway 45 52, Chebanse, IL 60922",40.962761012354,-87.864558663156,"Iroquois County"
"Barberry Acres","6478 S Route 45-52,","Chebanse, IL",60922,"Not found","https://www.mhvillage.com/parks/10697","79","40","6478 S Route 45-52, Chebanse, IL 60922",41.026210007736,-87.86818375246,"Kankakee County"
"Manteno","6024 East 9120 North Road,","Manteno, IL",60950,"80","https://www.mhvillage.com/parks/10710","79","40","6024 East 9120 North Road, Manteno, IL 60950",41.2531602,-87.85357,"Kankakee County"
"Maple Ridge Mobile Home Park","1 Maple Valley,","Manteno, IL",60950,"276","https://www.mhvillage.com/parks/57826","29","15","1 Maple Valley, Manteno, IL 60950",41.253729183811,-87.827943492601,"Kankakee County"
"Sunny Acres","200 Franklin Drive,","Manteno, IL",60950,"189","https://www.mhvillage.com/parks/10478","29","15","200 Franklin Drive, Manteno, IL 60950",41.267269980753,-87.838720021694,"Kankakee County"
"Bill's Mobile Court","10557 North State Route 50,","Manteno, IL",60950,"Not found","https://www.mhvillage.com/parks/10707","29","15","10557 North State Route 50, Manteno, IL 60950",41.273320709017,-87.821216680026,"Kankakee County"
